 nmt =               50
 dmf =      T
 dff =      F
 vgr =       0.100000001    
 lde =       0.949999988    
 theta =     0.500000000    
 sigma =     0.500000000    
 ssr =                1
 dr =        0.300000012    
 mr =         9.99999978E-03
 spdispr =           30
 gs =               300
 ini =            60000
 ngen =            1000
 Myseed =         84563
 nmap =            1000
 Gen nind ndea nveg nspo num_mat veg_1 spo_1 mat_1 veg_2 spo_2 mat_2
   895 33250  9524  4507  4653    46  0.069 0.194 0.737 0.040 0.106 0.854
   900 33054  9120  4533  4606    46  0.069 0.192 0.739 0.040 0.107 0.852
   905 32637  9145  4643  4513    46  0.069 0.191 0.740 0.039 0.104 0.856
   910 32713  9084  4720  4466    46  0.068 0.189 0.742 0.039 0.105 0.856
   915 32545  9085  4641  4445    46  0.068 0.189 0.743 0.039 0.103 0.857
   920 32199  9135  4571  4342    46  0.069 0.189 0.742 0.039 0.104 0.857
   925 32658  9101  4731  4548    46  0.069 0.189 0.742 0.039 0.104 0.857
   930 32839  8970  4609  4507    46  0.069 0.189 0.742 0.039 0.105 0.856
   935 33100  9290  4668  4432    46  0.069 0.189 0.742 0.040 0.105 0.855
   940 32969  9264  4664  4476    46  0.069 0.187 0.744 0.039 0.103 0.857
   945 32306  9112  4560  4286    46  0.069 0.185 0.746 0.039 0.101 0.860
   950 32357  9056  4634  4360    46  0.069 0.186 0.745 0.039 0.101 0.859
   955 32275  9049  4650  4316    46  0.069 0.185 0.747 0.040 0.103 0.857
   960 32338  8996  4693  4435    45  0.068 0.184 0.747 0.040 0.104 0.855
   965 32144  8790  4609  4249    45  0.069 0.184 0.747 0.040 0.105 0.855
   970 32188  9134  4651  4438    45  0.069 0.185 0.746 0.040 0.104 0.856
   975 32369  9073  4567  4273    45  0.069 0.185 0.747 0.040 0.104 0.856
   980 32339  9064  4684  4338    45  0.069 0.185 0.745 0.040 0.104 0.856
   985 32742  8997  4612  4429    45  0.070 0.186 0.745 0.040 0.103 0.857
   990 32617  9014  4590  4436    45  0.069 0.184 0.746 0.040 0.103 0.856
   995 32201  9053  4660  4363    45  0.069 0.183 0.748 0.040 0.100 0.860
  1000 31944  9044  4613  4309    45  0.069 0.183 0.748 0.040 0.103 0.857
